Danke für deine freundlichen Worte sie bedeuten mir viel;positive
Es macht immer Spaß mit Ihnen Brainstorming zu betreiben;positive
Ich hoffe das Wetter ist schön bei Ihnen;positive
Ihre Erkenntnisse heute waren genau richtig;positive
Ich bin gespannt wie dieses Projekt weitergeht;positive
Vielen Dank dass Sie die Dynamik aufrechterhalten;positive
Ich hoffe Sie nehmen sich auch etwas Zeit zum Ausruhen;positive
Es ist toll zu sehen wie weit Sie gekommen sind;positive
Guten Morgen hier ist Alex von TechSolutions Wie geht es Ihnen heute;positive
Hallo hier ist Sarah von GreenEnergy Corp Ich hoffe ich störe Sie nicht gerade;positive
Hallo hier ist Michael von Finance Partners Wir haben spannende Neuigkeiten für Sie;positive
Guten Tag hier ist Emma von Market Trends Wie war Ihr Tag bisher;positive
Hallo hier ist David von Urban Logistics Ich wollte mich mit Ihnen über unsere Dienstleistungen unterhalten;positive
Hallo hier ist Jessica von HealthPlus Wir haben ein neues Programm das Sie interessieren könnte;positive
Guten Morgen hier ist Daniel von SecureNet Ich hoffe es geht Ihnen gut;positive
Hallo hier ist Olivia von Bright Future Investments Ich wollte mit Ihnen über eine Gelegenheit sprechen;positive
Hallo hier ist James vom QuickBooks-Support Wie können wir Ihnen heute helfen;positive
Guten Tag hier ist Sophia von EcoProducts Ich wollte mich kurz melden und fragen wie es Ihnen geht;positive
Hallo hier ist Liam von Global Exports Wir haben eine neue Produktreihe die Sie vielleicht interessieren könnte;positive
Hallo hier ist Ava von NextGen Software Ich wollte Sie über unsere neuesten Funktionen informieren;positive
Guten Morgen hier ist Noah von Premier Real Estate Wie läuft Ihr Tag;positive
Hallo hier ist Isabella von Elite Consulting Ich wollte mich wegen unseres letzten Gesprächs melden;positive
Hallo hier ist Logan von SmartTech Solutions Wir haben ein Sonderangebot für unsere treuen Kunden;positive
Guten Tag hier ist Harper von National Insurance Ich wollte mit Ihnen Ihre aktuelle Police besprechen;positive
Hallo hier ist Elijah von Global Imports Wir haben einige spannende Neuigkeiten für Sie;positive
Hallo hier ist Abigail von TopNotch Services Wie können wir Ihren Tag verschönern;positive
Guten Morgen hier ist Benjamin von Peak Performance Ich wollte eine mögliche Partnerschaft mit Ihnen besprechen;positive
Hallo hier ist Charlotte von SafeGuard Security Wir haben ein neues Sicherheitspaket das Sie interessieren könnte;positive
Hallo hier ist Samuel von FreshStart Ventures Ich würde gerne einige neue Möglichkeiten mit Ihnen besprechen;positive
Guten Tag hier ist Amelia von Horizon Travel Wie können wir Ihnen heute bei Ihren Reiseplänen helfen;positive
Hallo hier ist Lucas von Prime Health Wir haben ein neues Wellness-Programm das wir Ihnen vorstellen möchten;positive
Hallo hier ist Grace von Summit Financial Ich würde gerne Ihre finanziellen Ziele mit Ihnen besprechen;positive
Guten Morgen hier ist Henry von Apex Innovations Wir haben einige spannende Neuigkeiten für Sie;positive
Hallo hier ist Daniel;positive
Ist jetzt ein guter Zeitpunkt für ein Gespräch;positive
Können Sie mich gut hören;positive
Ich hoffe ich störe Sie nicht;positive
Vielen Dank dass Sie meinen Anruf entgegennehmen;positive
Ich wollte nur etwas fragen ;positive
Könnten Sie mir bitte etwas erklären;positive
Haben Sie einen Moment Zeit um das durchzugehen;positive
Könnten Sie das bitte noch einmal erklären;positive
Wie geht es Ihnen;positive
Wie läuft es bei Ihnen;positive
Was gibt es Neues bei Ihnen;positive
Wie läuft es insgesamt;positive
Schön endlich mit Ihnen zu sprechen;positive
Ich rufe an um mich nach  zu erkundigen;positive
Lassen Sie uns über das Projekt sprechen;positive
Haben Sie die neuesten Informationen;positive
Ich werde Ihnen alles erklären;positive
Können wir für nächste Woche einen kurzen Anruf vereinbaren;positive
Das klingt gut;positive
Da stimme ich zu;positive
Lassen Sie uns diesen Plan umsetzen;positive
Okay machen wir das;positive
Vielen Dank für Ihre Zeit;positive
Bleiben wir in Kontakt;positive
Ich werde mich per E-Mail melden;positive
Bis bald;positive
Ich wünsche Ihnen einen schönen Tag;positive
Herzlichen Glückwunsch Sie wurden für ein exklusives Angebot ausgewählt;malicious
Hallo hier ist Rajid von Microsoft Wir haben ein spezielles Angebot für Sie;malicious
Dies ist eine wichtige Nachricht bezüglich der Sicherheit Ihres Kontos;malicious
Sie haben einen kostenlosen Urlaub gewonnen Drücken Sie die 1 um Ihren Preis einzufordern;malicious
Wir haben verdächtige Aktivitäten auf Ihrem Konto festgestellt Bitte überprüfen Sie Ihre Daten;malicious
Dies ist Ihre letzte Aufforderung Ihren Preis einzufordern;malicious
Hallo hier ist Jose vom Finanzamt Wir müssen Ihren Steuerstatus besprechen;malicious
Sie haben Anspruch auf ein Angebot für eine Kreditkarte mit niedrigem Zinssatz;malicious
Dies ist ein dringender Anruf bezüglich der Sicherheit Ihres Computers;malicious
Wir haben ein fantastisches Investitionsangebot speziell für Sie;malicious
Sie wurden für einen Kredit vorab genehmigt Drücken Sie die 2 um mit einem Mitarbeiter zu sprechen;malicious
Hier ist der Microsoft-Support Ihr Computer wurde kompromittiert;malicious
Sie haben eine kostenlose Geschenkkarte gewonnen Beantworten Sie einfach ein paar Fragen um sie einzulösen;malicious
Dies ist eine wichtige Nachricht bezüglich des baldigen Ablaufs Ihrer Garantie;malicious
Hallo hier ist Paypal Wir müssen Ihre Software aktualisieren;malicious
Sie wurden für eine staatliche Förderung ausgewählt Drücken Sie die 1 um fortzufahren;malicious
Dies ist eine dringende Nachricht bezüglich Ihrer Sozialversicherungsnummer;malicious
Wir haben ein spezielles Angebot für Versicherungspläne nur für Sie;malicious
Hier ist Herr Cunningham von Lehman Brothers Es gab ungewöhnliche Aktivitäten auf Ihrem Konto;malicious
Sie haben eine kostenlose Kreuzfahrt gewonnen Bezahlen Sie einfach die Hafengebühren um sie in Anspruch zu nehmen;malicious
Dies ist eine wichtige Nachricht bezüglich Ihrer Krankenversicherung;malicious
Hallo hier ist Michaela von Greenpeace Wir brauchen heute Ihre Spende;malicious
Sie wurden für eine kostenlose Testversion unseres Produkts ausgewählt;malicious
Hier ist Rania von Tesla Wir müssen Ihre persönlichen Daten bestätigen;malicious
Sie haben einen kostenlosen Einkaufsbummel gewonnen Drücken Sie die 1 um Ihren Preis jetzt einzufordern;malicious
Hier ist Elon Musk Ich verschenke kostenlos Teslas an zufällig ausgewählte Personen Sie sind eine davon;malicious
Sie haben ein Schloss in Schottland geerbt Bitte geben Sie Ihre Daten an um es einzufordern;malicious
Sie haben eine lebenslange Versorgung mit Schokolade gewonnen Drücken Sie die 1 um Ihren köstlichen Preis einzufordern;malicious
Sie wurden ausgewählt die nächste Königin einer tropischen Insel zu werden;malicious
Hier ist ein Anruf von der Internationalen Raumstation Wir haben ein Angebot das Sie nicht ablehnen können;malicious
Hallo hier ist Sarah vom Kundenservice Wie geht es Ihnen heute;malicious
Hallo wir bieten Ihnen einen zeitlich begrenzten Rabatt auf unsere Produkte;malicious
Hier ist Mark vom technischen Support Wir haben einen Virus auf Ihrem Computer entdeckt;malicious
Hallo wir haben heute ein exklusives Angebot für Versicherungspläne für Sie;malicious
Hallo hier ist Jessica vom Kartenservice;malicious
Hallo hier ist Alex von Ihrem Mobilfunkanbieter Sie haben Anspruch auf ein Upgrade;malicious
Hallo wir führen eine Umfrage durch und würden uns über Ihr Feedback freuen;malicious
Hier ist Emily von der Garantieabteilung Ihre Garantie läuft bald ab;malicious
Hallo hier ist Michael aus der Abteilung für Unternehmensdienstleistungen Wir haben ein Angebot für Sie;malicious
Hallo hier ist Laura vom Kreditkartenservice Sie wurden für eine Erhöhung Ihres Kreditlimits vorab genehmigt;malicious
Hallo hier ist Olivia vom Gesundheitsdienst Wir haben ein Sonderangebot für eine Krankenversicherung für Sie;malicious
Hallo hier ist Daniel von der Sicherheitsabteilung Wir müssen einige aktuelle Aktivitäten auf Ihrem Konto überprüfen;malicious
Hallo hier ist Sophia von der Kundenbindung Es warten Prämien auf Sie;malicious
Hier ist James vom Reiseservice Sie haben ein kostenloses Urlaubspaket gewonnen;malicious
Hallo hier ist Emma vom Versorgungsunternehmen Wir können Ihre monatliche Rechnung senken;malicious
Hallo hier ist Liam von der Investmentfirma Wir haben ein großartiges Angebot für Sie;malicious
Hallo hier ist Ava vom Hausservice Sie haben Anspruch auf ein kostenloses Haussicherheitssystem;malicious
Hallo hier ist Noah vom Autoservice Sie haben einen kostenlosen Ölwechsel gewonnen;malicious
Hier ist Isabella von der Wohltätigkeitsstiftung Wir brauchen Ihre Unterstützung für einen guten Zweck;malicious
Hallo hier ist Logan von den Bildungsdienstleistungen Sie haben Anspruch auf einen kostenlosen Online-Kurs;malicious
Hallo hier ist Harper von den Einzelhandelsdienstleistungen Ein Sonderrabatt wartet auf Sie;malicious
Hallo hier ist Elijah von den Unterhaltungsdienstleistungen Sie haben Freikarten für eine Show gewonnen;malicious
Hallo hier ist Abigail von den Rechtsdienstleistungen Wir müssen eine wichtige Angelegenheit mit Ihnen besprechen;malicious
Hallo hier ist Benjamin von den Immobiliendienstleistungen Wir haben ein tolles Immobilienangebot für Sie;malicious
Haben Sie mich vermisst Ich bin so einsam;malicious
Können Sie mir einen Code schicken damit ich mich wieder in mein Konto einloggen kann;malicious
Ich habe versehentlich ein Paket an Ihre Adresse geschickt Können Sie es an mich weiterleiten;malicious
;malicious
Ich bin im Ausland gestrandet und brauche Geld für meinen Heimflug;malicious
Dein Freund hat mir gesagt ich solle mich an dich wenden Können wir hier darüber sprechen;malicious
Ich habe einen dringenden Geschäftsvorschlag der für uns beide von Vorteil ist;malicious
Ich habe dein Profil gesehen und glaube dass wir gemeinsam eine großartige Zukunft aufbauen könnten;malicious
Kannst du das vertraulich behandeln Es handelt sich um eine sehr wichtige Angelegenheit;malicious
Bitte bezahle die geringe Bearbeitungsgebühr damit wir deinen Preis freigeben können;malicious
Ihre Zahlung ist fehlgeschlagen Bitte aktualisieren Sie umgehend Ihre Zahlungsinformationen;malicious
Ich brauche Ihre Hilfe um eine große Geldsumme aus meinem Land zu transferieren;malicious
Ich bin Soldat und derzeit im Ausland stationiert Ich brauche Ihre Unterstützung;malicious
Wir suchen dringend Mitarbeiter für einen hochbezahlten Remote-Job Keine Erfahrung erforderlich;malicious
Ihr Konto wird dauerhaft gesperrt wenn Sie Ihre Identität nicht bestätigen;malicious
Bitte klicken Sie auf den unten stehenden Link um eine Unterbrechung des Dienstes zu vermeiden;malicious
Mein Onkel hat Sie in seinem Testament bedacht Bitte senden Sie mir Ihre Bankdaten;malicious
Wir haben festgestellt dass Sie sich von einem neuen Gerät in einem anderen Land aus in Ihr Konto eingeloggt haben;malicious
Ihr Paket liegt im Depot bereit Bitte zahlen Sie die Zollgebühren;malicious
Ich kann Ihr Geld innerhalb von 24 Stunden verdoppeln Senden Sie mir einfach Ihre Investition;malicious
Ich bin eine wohlhabende Witwe und suche jemanden der mein Vermögen erbt;malicious
Klicken Sie hier um Ihre kostenlose Kryptowährung zu erhalten bevor sie abläuft;malicious
Dringend;malicious
Sofortiges Handeln erforderlich;malicious
Letzte Mahnung;malicious
Ihr Konto wird gesperrt;malicious
Gegen Sie wurde Klage eingereicht;malicious
Ihre Sozialversicherungsnummer wurde kompromittiert;malicious
Gegen Sie wird ermittelt;malicious
Ihr Bankkonto wird eingefroren;malicious
Unbezahlter Saldo;malicious
Überfällige Zahlung;malicious
Rückerstattung;malicious
Fordern Sie Ihren Preis an;malicious
Sie haben im Lotto gewonnen;malicious
Entschädigung;malicious
IRS;malicious
Finanzamt;malicious
Bankkontoüberprüfung;malicious
Überweisung;malicious
Bitcoin;malicious
Krypto-Wallet;malicious
Nicht auflegen;malicious
Vertraulich behandeln;malicious
Identität überprüfen;malicious
Wir benötigen Ihre PIN;malicious
Wir benötigen Ihr Passwort;malicious
Bitte bestätigen Sie Ihren vollständigen Namen Ihre Adresse und Ihr Geburtsdatum;malicious
Polizeibehörde;malicious
FBI;malicious
CIA;malicious
Gerichtsbeamter;malicious
IRS-Beamter;malicious
CRA-Beamter;malicious
Amazon;malicious
PayPal;malicious
Microsoft;malicious
Apple Support;malicious
Kostenloser Urlaub;malicious
Herzlichen Glückwunsch;malicious
Ohne Verpflichtungen;malicious
Zeitlich begrenztes Angebot;malicious
Risikofreie Testversion;malicious
Steuerrückstände;malicious
Haftbefehl;malicious
Steuerhinterziehung;malicious
Ihr Computer ist infiziert;malicious
Fernzugriff;malicious
Firewall;malicious
Gewinnspiel;malicious
Fordern Sie Ihren Preis an;malicious
Bearbeitungsgebühr;malicious
Konto gesperrt;malicious
Identität überprüfen;malicious
Verdächtige Aktivitäten;malicious
SSN gesperrt;malicious
Identitätsdiebstahl;malicious
Rechtsdurchsetzung;malicious
