Sie haben eine lebenslange Versorgung mit Schokolade gewonnen Drucken Sie die 1 um Ihren kostlichen Preis einzufordern;malicious
Sie wurden ausgewahlt die nachste Konigin einer tropischen Insel zu werden;malicious
Hier ist ein Anruf von der Internationalen Raumstation Wir haben ein Angebot das Sie nicht ablehnen konnen;malicious
Hallo hier ist Sarah vom Kundenservice Wie geht es Ihnen heute;malicious
Hallo wir bieten Ihnen einen zeitlich begrenzten Rabatt auf unsere Produkte;malicious
Hier ist Mark vom technischen Support Wir haben einen Virus auf Ihrem Computer entdeckt;malicious
Hallo wir haben heute ein exklusives Angebot fur Versicherungsplane fur Sie;malicious
Hallo hier ist Jessica vom Kartenservice;malicious
Hallo hier ist Alex von Ihrem Mobilfunkanbieter Sie haben Anspruch auf ein Upgrade;malicious
Hallo wir fuhren eine Umfrage durch und wurden uns uber Ihr Feedback freuen;malicious
Hier ist Emily von der Garantieabteilung Ihre Garantie lauft bald ab;malicious
Hallo hier ist Michael aus der Abteilung fur Unternehmensdienstleistungen Wir haben ein Angebot fur Sie;malicious
Hallo hier ist Laura vom Kreditkartenservice Sie wurden fur eine Erhohung Ihres Kreditlimits vorab genehmigt;malicious
Hallo hier ist Olivia vom Gesundheitsdienst Wir haben ein Sonderangebot fur eine Krankenversicherung fur Sie;malicious
Hallo hier ist Daniel von der Sicherheitsabteilung Wir mussen einige aktuelle Aktivitaten auf Ihrem Konto uberprufen;malicious
Hallo hier ist Sophia von der Kundenbindung Es warten Pramien auf Sie;malicious
Hier ist James vom Reiseservice Sie haben ein kostenloses Urlaubspaket gewonnen;malicious
Hallo hier ist Emma vom Versorgungsunternehmen Wir konnen Ihre monatliche Rechnung senken;malicious
Hallo hier ist Liam von der Investmentfirma Wir haben ein großartiges Angebot fur Sie;malicious
Hallo hier ist Ava vom Hausservice Sie haben Anspruch auf ein kostenloses Haussicherheitssystem;malicious
Hallo hier ist Noah vom Autoservice Sie haben einen kostenlosen Ölwechsel gewonnen;malicious
Hier ist Isabella von der Wohltatigkeitsstiftung Wir brauchen Ihre Unterstutzung fur einen guten Zweck;malicious
Hallo hier ist Logan von den Bildungsdienstleistungen Sie haben Anspruch auf einen kostenlosen Online-Kurs;malicious
Hallo hier ist Harper von den Einzelhandelsdienstleistungen Ein Sonderrabatt wartet auf Sie;malicious
Hallo hier ist Elijah von den Unterhaltungsdienstleistungen Sie haben Freikarten fur eine Show gewonnen;malicious
Hallo hier ist Abigail von den Rechtsdienstleistungen Wir mussen eine wichtige Angelegenheit mit Ihnen besprechen;malicious
Hallo hier ist Benjamin von den Immobiliendienstleistungen Wir haben ein tolles Immobilienangebot fur Sie;malicious
Haben Sie mich vermisst Ich bin so einsam;malicious
Konnen Sie mir einen Code schicken damit ich mich wieder in mein Konto einloggen kann;malicious
Ich habe versehentlich ein Paket an Ihre Adresse geschickt Konnen Sie es an mich weiterleiten;malicious
;malicious
Ich bin im Ausland gestrandet und brauche Geld fur meinen Heimflug;malicious
Dein Freund hat mir gesagt ich solle mich an dich wenden Konnen wir hier daruber sprechen;malicious
Ich habe einen dringenden Geschaftsvorschlag der fur uns beide von Vorteil ist;malicious
Ich habe dein Profil gesehen und glaube dass wir gemeinsam eine großartige Zukunft aufbauen konnten;malicious
Kannst du das vertraulich behandeln Es handelt sich um eine sehr wichtige Angelegenheit;malicious
Bitte bezahle die geringe Bearbeitungsgebuhr damit wir deinen Preis freigeben konnen;malicious
Ihre Zahlung ist fehlgeschlagen Bitte aktualisieren Sie umgehend Ihre Zahlungsinformationen;malicious
Ich brauche Ihre Hilfe um eine große Geldsumme aus meinem Land zu transferieren;malicious
Ich bin Soldat und derzeit im Ausland stationiert Ich brauche Ihre Unterstutzung;malicious
Wir suchen dringend Mitarbeiter fur einen hochbezahlten Remote-Job Keine Erfahrung erforderlich;malicious
Ihr Konto wird dauerhaft gesperrt wenn Sie Ihre Identitat nicht bestatigen;malicious
Bitte klicken Sie auf den unten stehenden Link um eine Unterbrechung des Dienstes zu vermeiden;malicious
Mein Onkel hat Sie in seinem Testament bedacht Bitte senden Sie mir Ihre Bankdaten;malicious
Wir haben festgestellt dass Sie sich von einem neuen Gerat in einem anderen Land aus in Ihr Konto eingeloggt haben;malicious
Ihr Paket liegt im Depot bereit Bitte zahlen Sie die Zollgebuhren;malicious
Ich kann Ihr Geld innerhalb von 24 Stunden verdoppeln Senden Sie mir einfach Ihre Investition;malicious
Ich bin eine wohlhabende Witwe und suche jemanden der mein Vermogen erbt;malicious
Klicken Sie hier um Ihre kostenlose Kryptowahrung zu erhalten bevor sie ablauft;malicious
Dringend;malicious
Sofortiges Handeln erforderlich;malicious
Letzte Mahnung;malicious
Ihr Konto wird gesperrt;malicious
Gegen Sie wurde Klage eingereicht;malicious
Ihre Sozialversicherungsnummer wurde kompromittiert;malicious
Gegen Sie wird ermittelt;malicious
Ihr Bankkonto wird eingefroren;malicious
Unbezahlter Saldo;malicious
Überfallige Zahlung;malicious
Ruckerstattung;malicious
Fordern Sie Ihren Preis an;malicious
Sie haben im Lotto gewonnen;malicious
Entschadigung;malicious
IRS;malicious
Finanzamt;malicious
Bankkontouberprufung;malicious
Überweisung;malicious
Bitcoin;malicious
Krypto-Wallet;malicious
Nicht auflegen;malicious
Vertraulich behandeln;malicious
Identitat uberprufen;malicious
Wir benotigen Ihre PIN;malicious
Wir benotigen Ihr Passwort;malicious
Bitte bestatigen Sie Ihren vollstandigen Namen Ihre Adresse und Ihr Geburtsdatum;malicious
Polizeibehorde;malicious
FBI;malicious
CIA;malicious
Gerichtsbeamter;malicious
IRS-Beamter;malicious
CRA-Beamter;malicious
Amazon;malicious
PayPal;malicious
Microsoft;malicious
Apple Support;malicious
Kostenloser Urlaub;malicious
Herzlichen Gluckwunsch;malicious
Ohne Verpflichtungen;malicious
Zeitlich begrenztes Angebot;malicious
Risikofreie Testversion;malicious
Steuerruckstande;malicious
Haftbefehl;malicious
Steuerhinterziehung;malicious
Ihr Computer ist infiziert;malicious
Fernzugriff;malicious
Firewall;malicious
Gewinnspiel;malicious
Fordern Sie Ihren Preis an;malicious
Bearbeitungsgebuhr;malicious
Konto gesperrt;malicious
Identitat uberprufen;malicious
Verdachtige Aktivitaten;malicious
SSN gesperrt;malicious
Identitatsdiebstahl;malicious
Rechtsdurchsetzung;malicious
